KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0075									AA0075	North America			United States	US	Lyon		1									305		11/1/1989																				;;KS;Lyon;;;;									1										T19S, R6E, sec. 13 N1/2 NE 1/2; 1/2 mi. N, 3 1/2 mi. W Imdole													11		urn:catalog:KSTC:Mammals:AA0075		present							skin		B. E. Sietman; C. B. Marchbanks					female	305	Kansas						11/1/1989		T19S, R6E, sec. 13 N1/2 NE 1/2; 1/2 mi. N, 3 1/2 mi. W Imdole				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 10 g; total length: 120 mm; tail: 55 mm; foot: 16 mm; ear: 11 mm									Reithrodontomys megalotis							Animalia;Chordata;Mammalia;Rodentia;Muridae;Reithrodontomys	Animalia	Chordata	Mammalia	Rodentia	Muridae	Reithrodontomys		megalotis		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0074									AA0074	North America			United States	US	Chase		1									305		11/1/1989																				;;KS;Chase;;;;									1										T19S, R6E, sec. 13 N1/2 NE 1/2; 1/2 mi. N, 3 1/2 mi. W Imdole													11		urn:catalog:KSTC:Mammals:AA0074		present							skin		B. E. Sietman; C. B. Marchbanks					female	305	Kansas						11/1/1989		T19S, R6E, sec. 13 N1/2 NE 1/2; 1/2 mi. N, 3 1/2 mi. W Imdole				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 29 g; total length: 180 mm; tail: 82 mm; foot: 22 mm; ear: 16 mm									Peromyscus leucopus							Animalia;Chordata;Mammalia;Rodentia;Muridae;Peromyscus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus		leucopus		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0073									AA0073	North America			United States	US	Chase		1									305		11/1/1989																				;;KS;Chase;;;;									1										T19S, R6E, sec. 13 N1/2 NE 1/2; 1/2 mi. N, 3 1/2 mi. W Imdole													11		urn:catalog:KSTC:Mammals:AA0073		present							skin		B. E. Sietman; C. B. Marchbanks					female	305	Kansas						11/1/1989		T19S, R6E, sec. 13 N1/2 NE 1/2; 1/2 mi. N, 3 1/2 mi. W Imdole				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 228 g; total length: 148 mm; tail: 62 mm; foot: 23 mm; ear: 13 mm									Sigmodon hispidus							Animalia;Chordata;Mammalia;Rodentia;Muridae;Sigmodon	Animalia	Chordata	Mammalia	Rodentia	Muridae	Sigmodon		hispidus		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0072									AA0072	North America			United States	US	Coffey		24									328		11/24/1989																				;;KS;Coffey;;;;									1										edge of woodland in grass													11		urn:catalog:KSTC:Mammals:AA0072		present							skin		A. W. Eccles; A. W. Eccles					male	328	Kansas						11/24/1989		edge of woodland in grass				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 1179 g; total length: 420 mm; tail: 60 mm; foot: 100 mm; ear: 58 mm									Sylvilagus floridanus							Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus		floridanus		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0071									AA0071	North America			United States	US	Coffey		25									329		11/25/1989																				;;KS;Coffey;;;;									1										found dead in driveway													11		urn:catalog:KSTC:Mammals:AA0071		present							skin		A. W. Eccles; A. W. Eccles					male	329	Kansas						11/25/1989		found dead in driveway				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 12.7 g; total length: 95 mm; tail: 23 mm; foot: 13 mm; ear: 0 mm									Blarina hylophaga							Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Blarina	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Blarina		hylophaga		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0070									AA0070	North America			United States	US	Coffey		25									329		11/25/1989																				;;KS;Coffey;;;;									1										grassland, near a pond													11		urn:catalog:KSTC:Mammals:AA0070		present							skin		A. W. Eccles; A. W. Eccles					male	329	Kansas						11/25/1989		grassland, near a pond				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 20.5 g; total length: 150 mm; tail: 67 mm; foot: 20 mm; ear: 15 mm									Peromyscus leucopus							Animalia;Chordata;Mammalia;Rodentia;Muridae;Peromyscus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus		leucopus		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0069									AA0069	North America			United States	US	Jackson		23									327		11/23/1989																				;;KS;Jackson;;;;									1										grassland													11		urn:catalog:KSTC:Mammals:AA0069		present							skin		D. R. Porter; A. W. Eccles					male	327	Kansas						11/23/1989		grassland				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 32 g; total length: 168 mm; tail: 75 mm; foot: 20 mm; ear: 15 mm									Peromyscus maniculatus							Animalia;Chordata;Mammalia;Rodentia;Muridae;Peromyscus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus		maniculatus		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0068									AA0068	North America			United States	US	Lyon		6									310		11/6/1989																				;;KS;Lyon;;;;									1										grassland													11		urn:catalog:KSTC:Mammals:AA0068		present							skin		T. L. Leakey; A. W. Eccles					female	310	Kansas						11/6/1989		grassland				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 68.5 g; total length: 200 mm; tail: 80 mm; foot: 25 mm; ear: 16 mm									Sigmodon hispidus							Animalia;Chordata;Mammalia;Rodentia;Muridae;Sigmodon	Animalia	Chordata	Mammalia	Rodentia	Muridae	Sigmodon		hispidus		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0067									AA0067	North America			United States	US	Lyon		2									336		12/2/1989																				;;KS;Lyon;;;;									1										woodland													12		urn:catalog:KSTC:Mammals:AA0067		present							skin		A. W. Eccles; A. W. Eccles					male	336	Kansas						12/2/1989		woodland				1989	PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 334 g; total length: 345 mm; tail: 140 mm; foot: 39 mm; ear: 25 mm									Neotoma floridana							Animalia;Chordata;Mammalia;Rodentia;Muridae;Neotoma	Animalia	Chordata	Mammalia	Rodentia	Muridae	Neotoma		floridana		species				ICZN			
KSTC	Schmidt Museum of Natural History_Mammals	Schmidt Museum of Natural History, Emporia State University (KSTC)	Bill Jensen	http://ipt.vertnet.org:8080/ipt/archive.do?r=kstc_schmidt_mammals	wjensen1@emporia.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=kstc_schmidt_mammals	The Schmidt Museum of Natural History at Emporia State University (KSTC) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the KSTC. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the KSTC notified. The KSTC and its staff are not responsible for damages, injury or loss due to the use of these data.	8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd			2013-05-01	MaNIS,VertNet	United States	Schmidt Museum of Natural History, Emporia State University	Kansas	Mon Sep 09 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=kstc_schmidt_mammals	urn:catalog:KSTC:Mammals:AA0066									AA0066	North America			United States	US																																		;;KS;-----;;;;									1																									urn:catalog:KSTC:Mammals:AA0066		present							skin		S. Munsch; W. B. Fothergill					male		Kansas													PhysicalObject	2013-09-09	en									KSTC	Mammals			PreservedSpecimen			weight: 939 g; total length: 510 mm; tail: 235 mm; foot: 70 mm; ear: 13 mm									Ondatra zibethicus							Animalia;Chordata;Mammalia;Rodentia;Muridae;Ondatra	Animalia	Chordata	Mammalia	Rodentia	Muridae	Ondatra		zibethicus		species				ICZN			
