MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-1688									MO-1888-1688	Europe			France	FR	Gard		22	43.605753	4.33651									1879-4-22																																					Adulte		Les Iscles			Petite Camargue / Camargue										4	Vauvert	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-1688											Anonyme					Mâle		Languedoc-Roussillon												1879												MNHN	ZO			PreservedSpecimen												Motacilla flava Linnaeus, 1758																			Linnaeus, 1758					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-1046									MO-1888-1046	Europe			France	FR	Somme		15	50.25	1.62									1868-11-15																																					Adulte					Baie de Somme										11	Le Crotoy	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-1046	Face ventrale rousse.										Anonyme					Femelle		Picardie												1868												MNHN	ZO			PreservedSpecimen												Tyto alba (Scopoli, 1769)																			(Scopoli, 1769)					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1880-384									MO-1880-384	Asie			Inde	IN	Darjeeling																																																		Indéterminé																	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1880-384											de Souva, J.M.					Indéterminé		West Bengal						avant 1881																		MNHN	ZO			PreservedSpecimen												Pomatorhinus ruficollis Hodgson, 1836																			Hodgson, 1836					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-2077									MO-1888-2077	Europe			France	FR	Seine-et-Marne		3	48.51	2.62									1888-1-3																																					Adulte															1	Dammarie-les-Lys	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-2077											Anonyme					Mâle		Ile-de-France												1888												MNHN	ZO			PreservedSpecimen												Coccothraustes coccothraustes coccothraustes (Linnaeus, 1758)																			(Linnaeus, 1758)					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1881-3092									MO-1881-3092	Europe			France	FR	Oise			49.22	2.59									1860																																					Indéterminé																Senlis	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1881-3092											Germain, Rodolphe					Indéterminé		Picardie												1860												MNHN	ZO			PreservedSpecimen												Pica pica pica (Linnaeus, 1758)																			(Linnaeus, 1758)					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1879-894									MO-1879-894	Afrique			Pays non identifié (Afrique)																																																				Indéterminé		Afrique															http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1879-894											Congrégation Française du Saint Esprit					Indéterminé								avant 1880																		MNHN	ZO			PreservedSpecimen												Turdoides jardineii kirkii (Sharpe, 1876)																			(Sharpe, 1876)					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-1244									MO-1888-1244	Europe			France	FR	Hautes-Pyrénées		30	42.98	.09									1879-4-30																																					Adulte															4	Bagnères-de-Bigorre	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-1244											Anonyme					Mâle		Midi-Pyrénées												1879												MNHN	ZO			PreservedSpecimen												Turdus torquatus Linnaeus, 1758																			Linnaeus, 1758					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1881-3012									MO-1881-3012	Afrique			Algérie	DZ	Miliana																																																		Indéterminé																	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1881-3012											Germain, Rodolphe					Femelle		Aïn-Defla						[09/1856-09/1858]																		MNHN	ZO			PreservedSpecimen												Ficedula hypoleuca hypoleuca (Pallas, 1764)																			(Pallas, 1764)					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1881-2896									MO-1881-2896	Europe			France	FR	Pyrénées-Orientales			42.7	2.9																																														Indéterminé																Perpignan	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1881-2896											Germain, Rodolphe					Mâle		Languedoc-Roussillon						avant 1882																		MNHN	ZO			PreservedSpecimen												Motacilla flava flavissima (Blyth, 1834)																			(Blyth, 1834)					
MNHN	Birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		Patrick Boussès	http://collections.mnhn.fr/ipt/archive.do?r=mnhn-zo	bousses@mnhn.fr	http://collections.mnhn.fr/ipt/eml.do?r=mnhn-zo		ba0c03ab-fa61-4a3c-8db7-35c8c3454168	2cd829bb-b713-433d-99cf-64bef11e5b3e			no migrator	ORNIS,VertNet	France	Museum national d'Histoire naturelle	Île-de-France	Tue Nov 25 00:00:00 UTC 2014	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zo	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-1053									MO-1888-1053	Europe			France	FR	Gironde		17	44.56	-1.18									1878-9-17																																					Adulte					Bassin d'Arcachon										9	Teste-de-Buch	http://coldb.mnhn.fr/catalognumber/mnhn/zo/mo-1888-1053	Ventre mi-jaune, mi-blanc.										Anonyme					Femelle		Aquitaine												1878												MNHN	ZO			PreservedSpecimen												Tyto alba (Scopoli, 1769)																			(Scopoli, 1769)					
