USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561524.6551584									561524.6551584	Africa			Gabon				27	-1.9711	9.8550							208																						Africa, Gabon, Ogooué-Maritime									1										"Rabi (Shell Gabon), ""chantier Perenco"""													7		561524.6551584			561524						Ethanol							Male	208	Ogooué-Maritime						27 Jul 2002	015816S		095118E			2002	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Monopeltis galeata							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Amphisbaenia, Amphisbaenidae	Animalia	Chordata	Reptilia	Squamata	Amphisbaenidae	Monopeltis		galeata									
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561528.6551533									561528.6551533	Africa			Gabon				21	-1.8861	9.8600							52																						Africa, Gabon, Ogooué-Maritime				cf.					1										Rabi (Shell Gabon), in grid D4													2		561528.6551533			561528						Ethanol								52	Ogooué-Maritime						21 Feb 2002	015310S		095136E			2002	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Boiga pulverulenta							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Colubrinae	Animalia	Chordata	Reptilia	Squamata	Colubrinae	Boiga		pulverulenta									
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561530.6551539									561530.6551539	Africa			Gabon				5	-2.3442	9.6367							309																						Africa, Gabon, Ogooué-Maritime									1										Loango National Park, near pitfall trap line #16													11		561530.6551539			561530						Ethanol								309	Ogooué-Maritime						5 Nov 2002	022039S		093812E			2002	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Dipsadoboa duchesnei							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Colubrinae	Animalia	Chordata	Reptilia	Squamata	Colubrinae	Dipsadoboa		duchesnei									
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561531.6551540									561531.6551540	Africa			Gabon				5	-2.3442	9.6367							309																						Africa, Gabon, Ogooué-Maritime									1										Loango National Park, near pitfall trap line #16													11		561531.6551540			561531						Ethanol								309	Ogooué-Maritime						5 Nov 2002	022039S		093812E			2002	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Dipsadoboa duchesnei							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Colubrinae	Animalia	Chordata	Reptilia	Squamata	Colubrinae	Dipsadoboa		duchesnei									
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561538.6551603									561538.6551603	Africa			Gabon				26	-2.3214	9.6058							299																						Africa, Gabon, Ogooué-Maritime									1										Loango National Park													10		561538.6551603			561538						Ethanol							Male	299	Ogooué-Maritime						26 Oct 2002	021917S		093621E			2002	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Rhamnophis aethiopissa							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Colubrinae	Animalia	Chordata	Reptilia	Squamata	Colubrinae	Rhamnophis		aethiopissa									
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561541.6551610									561541.6551610	Africa			Gabon																																			Africa, Gabon, Ogooué-Maritime									1										Gamba															561541.6551610			561541						Ethanol									Ogooué-Maritime						-- --- ----							PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Thelotornis kirtlandii							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Colubrinae	Animalia	Chordata	Reptilia	Squamata	Colubrinae	Thelotornis		kirtlandii									
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561547.6551600									561547.6551600	Africa			Gabon				26	-2.3408	9.5925							299																						Africa, Gabon, Ogooué-Maritime									1										Loango National Park, at SI/MAB camp													10		561547.6551600			561547						Ethanol								299	Ogooué-Maritime						26 Oct 2002	022027S		093533E			2002	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Psammophis							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Lamprophiinae	Animalia	Chordata	Reptilia	Squamata	Lamprophiinae	Psammophis											
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561548.6551601									561548.6551601	Africa			Gabon				2	-2.33	9.58							306																						Africa, Gabon, Ogooué-Maritime									1										Loango National Park, 300 m S of SI/MAB camp													11		561548.6551601			561548						Ethanol								306	Ogooué-Maritime						2 Nov 2002	0220??S		0935??E			2002	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Psammophis							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Lamprophiinae	Animalia	Chordata	Reptilia	Squamata	Lamprophiinae	Psammophis											
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561550.6551586									561550.6551586	Africa			Gabon				12	-2.58	10.23							102																						Africa, Gabon, Ogooué-Maritime									1										Moukalaba-Doudou National Park, near SI/MAB camp													4		561550.6551586			561550						Ethanol							Male	102	Ogooué-Maritime						12 Apr 2003	0235??S		1014??E			2003	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Natriciteres fuliginoides							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Natricinae	Animalia	Chordata	Reptilia	Squamata	Natricinae	Natriciteres		fuliginoides									
USNM	NMNH Amphibians & Reptiles		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_herps	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	HerpNET,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_herps	561551.6551587									561551.6551587	Africa			Gabon				20	-2.5878	10.2314							110																						Africa, Gabon, Ogooué-Maritime									1										Moukalaba-Doudou National Park, along road from SI/MAB camp to entrance marsh													4		561551.6551587			561551						Ethanol							Male	110	Ogooué-Maritime						20 Apr 2003	023516S		101353E			2003	PhysicalObject											USNM	Amphibians & Reptiles			PreservedSpecimen												Natriciteres fuliginoides							Animalia, Chordata, Vertebrata, Reptilia, Squamata, Ophidia, Natricinae	Animalia	Chordata	Reptilia	Squamata	Natricinae	Natriciteres		fuliginoides									
