OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:1									1						Blaine																																										1																									urn:catalog:OMNH:Egg:1									Eggs									oklahoma														2015-01-28	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Struthionidae	Struthio		camelus					Ostrich				
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:2									2																																																1																									urn:catalog:OMNH:Egg:2									Eggs																							2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Struthionidae	Struthio		camelus					Ostrich				
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:3									3																																																1																									urn:catalog:OMNH:Egg:3									Eggs																							2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Struthionidae	Struthio		camelus					Ostrich				
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:4									4																																																1																									urn:catalog:OMNH:Egg:4									Eggs																							2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Struthionidae	Struthio		camelus					Ostrich				
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:5									5																																																1																									urn:catalog:OMNH:Egg:5									Eggs																							2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Struthionidae	Struthio		camelus					Ostrich				
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:6									6																																																1																									urn:catalog:OMNH:Egg:6									Eggs																							2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Casuariidae	Casuarius		sp.									
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:7									7								22											1900-09-22																													1/2										Eastern Patagonia													September		urn:catalog:OMNH:Egg:7									Eggs		E. F. Monekton													22 September 1900						1900		2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Rheidae	Rhea		pennata	pennata				Lesser Rhea (Darwin's)				
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:8									8																																																1																									urn:catalog:OMNH:Egg:8									Eggs																							2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Rheidae	Rhea		americana					Greater Rhea				
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:9									9																																																2																									urn:catalog:OMNH:Egg:9									Eggs																							2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Rheidae	Rhea		sp.									
OMNH	Eggs Specimen		Tamaki Yuri	http://iptsnomnh.cloudapp.net:8080/ipt/archive.do?r=eggs	tyuri@ou.edu	http://iptsnomnh.cloudapp.net:8080/ipt/eml.do?r=eggs	SNOMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Sam Noble Oklahoma Museum of Natural History. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Sam Noble Oklahoma Museum of Natural History notified. SNOMNH and its staff are not responsible for damages, injury or loss due to the use of these data.	39f021d5-240c-445d-b62f-33bfed94938d	609765e0-4ce8-11db-b80e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	Sam Noble Oklahoma Museum of Natural History	Oklahoma	Thu Dec 25 00:00:00 UTC 2014	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	http://iptsnomnh.cloudapp.net:8080/ipt/resource.do?r=eggs	urn:catalog:OMNH:Egg:10									10																																																1																									urn:catalog:OMNH:Egg:10									Eggs																							2013-11-18	English		Sam Noble Oklahoma Museum of Natural History							OMNH	Egg	Birds Eggs		Preserved Specimen																				Animalia	Chordata		Struthioniformes	Rheidae	Rhea		americana					Greater Rhea				
