KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b0082a98-b069-11e3-8cfe-90b11c41863e									297834	Nearctic			USA		Habersham																																	USA, Georgia, Habersham																			Demorest															b0082a98-b069-11e3-8cfe-90b11c41863e									ETOH - 1									Georgia													PhysicalObject	2005-11-29 11:26:49.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Desmognathus monticola										Amphibia	Caudata	Plethodontidae	Desmognathus		monticola									
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b008352a-b069-11e3-8cfe-90b11c41863e									297120	Neotropical / South America			Ecuador				26											1978-7-26																				Ecuador, Napo								Lee, Julian											Laguna de Lago Agrio													7		b008352a-b069-11e3-8cfe-90b11c41863e									ETOH - 1		Crump, Martha; Lee, Julian							Napo												1978	PhysicalObject	2005-10-17 07:11:13.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Eleutherodactylus croceoinguinis										Amphibia	Anura	Leptodactylidae	Eleutherodactylus		croceoinguinis									
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b00838f9-b069-11e3-8cfe-90b11c41863e									327636	Oriental			Philippines		Municipality of San Isidro																											Map						Philippines, Davao Oriental Province, Municipality of San Isidro										Mindanao Island	Mindanao PAIC								Barangay La Union, Sitio Tumalite, Puting Bato, Mt. Hamiguitan Range (coordinates at center of municipality)															b00838f9-b069-11e3-8cfe-90b11c41863e									tissue - 100; ETOH - 1									Davao Oriental Province													PhysicalObject	2010-09-17 10:34:16.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Sphenomorphus coxi coxi										Reptilia	Sauria	Scincidae	Sphenomorphus		coxi	coxi								
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b0083f81-b069-11e3-8cfe-90b11c41863e									298006	Neotropical			Mexico				2											1991-10-2																				Mexico, Chiapas								Lee, Julian											Palenque													10		b0083f81-b069-11e3-8cfe-90b11c41863e									ETOH - 1		Lee, Julian							Chiapas												1991	PhysicalObject	2006-02-16 03:28:32.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Hemidactylus frenatus										Reptilia	Sauria	Gekkonidae	Hemidactylus		frenatus									
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b008430b-b069-11e3-8cfe-90b11c41863e									308399	Oriental			Philippines		Municipality of Paluan	2000-11-9														Collected at 8am.																		Philippines, Occidental Mindoro Province, Municipality of Paluan								Rico, Edmund		Mindoro Island	Mindoro PAIC								"Barangay Harrison, Sitio Ulasan, Local Name ""Matingaram"""															b008430b-b069-11e3-8cfe-90b11c41863e									tissue - 100; ETOH - 1									Occidental Mindoro Province													PhysicalObject	2007-11-09 08:51:20.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Rana mangyanum										Amphibia	Anura	Ranidae	Rana		mangyanum									
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b0084759-b069-11e3-8cfe-90b11c41863e									320480	Oriental			Philippines		Municipality of Bacong																																	Philippines, Negros Oriental Province, Municipality of Bacong										Negros Island	Visayan PAIC								Barangay Liptong															b0084759-b069-11e3-8cfe-90b11c41863e									ETOH - 1; tissue - 100									Negros Oriental Province													PhysicalObject	2009-09-02 12:58:40.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Brachymeles boulengeri taylori										Reptilia	Sauria	Scincidae	Brachymeles		boulengeri	taylori								
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b0084ab7-b069-11e3-8cfe-90b11c41863e									309179	Oriental			Philippines		Municipality of Puerto Princessa	2008-4-26														Collected between 1830 and 2145 in secondary growth, immature or regenerating forest																		Philippines, Palawan Province, Municipality of Puerto Princessa								Brown, Rafe		Palawan Island	Palawan PAIC								Barangay Irawan: Irawan Watershed															b0084ab7-b069-11e3-8cfe-90b11c41863e									tissue - 100; ETOH - 1									Palawan Province													PhysicalObject	2008-04-25 05:31:29.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Megophrys ligayae										Amphibia	Anura	Megophryidae	Megophrys		ligayae									
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b0084dff-b069-11e3-8cfe-90b11c41863e									309037	Oriental			Philippines		Municipality of Puerto Princessa	2008-4-11														Collected between 2045-2200 in primary/secondary growth hilly forest on bank rock less than 1m from stream on surface soil. Stream 4-5m wide												WGS 84						Philippines, Palawan Province, Municipality of Puerto Princessa								Brown , Rafe		Palawan Island	Palawan PAIC								Barangay Irawan: Irawan Watershed															b0084dff-b069-11e3-8cfe-90b11c41863e									ETOH - 1; tissue - 100									Palawan Province													PhysicalObject	2008-04-11 02:50:47.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Rana sanguinea										Amphibia	Anura	Ranidae	Rana		sanguinea									
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b008514f-b069-11e3-8cfe-90b11c41863e									332964	Oriental			Philippines		Gingoog City															2nd growth, on rocks in srteam/on vegetation next to stream 0.5-1.0 m high;1930-2030												GPS						Philippines, Misamis Oriental Province, Gingoog City										Mindanao Island	Mindanao PAIC								Mt. Lumot, Camp 2, 1236 m															b008514f-b069-11e3-8cfe-90b11c41863e									tissue - 100; ETOH - 1									Misamis Oriental Province													PhysicalObject	2013-04-29 12:20:11.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Ansonia muelleri										Amphibia	Anura	Bufonidae	Ansonia		muelleri									
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b0085cf2-b069-11e3-8cfe-90b11c41863e									316449	West Indies			Republica Dominicana				13											1988-3-13																				Republica Dominicana, La Romana																			Casa De Campo													3		b0085cf2-b069-11e3-8cfe-90b11c41863e									ETOH - 1; ETOH: Stomach contents - 1		Avila Field Biology							La Romana												1988	PhysicalObject	2011-02-04 11:31:50.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Anolis cristatellus										Reptilia	Sauria	Iguanidae	Anolis		cristatellus									
KU	KUBI Herpetology Collection		Rafe Brown	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_herps	rafe@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_herps	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	United States	KU Biodiversity Institute	Kansas	Mon Dec 15 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_herps	b0086077-b069-11e3-8cfe-90b11c41863e									327161	Oriental			Philippines																	Trade sample acquired in Manila, reportedly from Luzon Island, Bicol region.																		Philippines, Mindoro Island																			Boco Mountain Range															b0086077-b069-11e3-8cfe-90b11c41863e									ETOH - 1; tissue - 100									Mindoro Island													PhysicalObject	2010-08-18 11:26:39.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUH	University of Kansas Biodiversity Institute Herpetology Collection		PreservedSpecimen												Hydrosaurus pustulatus										Reptilia	Sauria	Agamidae	Hydrosaurus		pustulatus									
