CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6119									6119	NE Pacific			Costa Rica				2	5.547462	-87.069649									1932-02-02					2-II-1932															NE Pacific; Costa Rica; Puntarenas; Coco, I. del									1	Coco, I. del									Cocos I., SW of Costa Rica.													2		urn:catalog:CAS:ICH:6119									Alcohol									Puntarenas							5.547462°		-87.069649°			1932	PhysicalObject	1994-11-23 00:00:00.0	en									CAS	ICH			PreservedSpecimen												Cirrhitus rivulatus							Actinopteri; Perciformes; Cirrhitidae			Actinopteri	Perciformes	Cirrhitidae	Cirrhitus		rivulatus						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6253									6253	NE Pacific			Costa Rica				2	5.547462	-87.069649									1932-02-02					2-II-1932															NE Pacific; Costa Rica; Puntarenas; Coco, I. del									1	Coco, I. del									Cocos I., SW of Costa Rica.													2		urn:catalog:CAS:ICH:6253									Alcohol									Puntarenas							5.547462°		-87.069649°			1932	PhysicalObject	1994-11-23 00:00:00.0	en									CAS	ICH			PreservedSpecimen												Lutianus jordani							Actinopteri; Perciformes; Lutjanidae			Actinopteri	Perciformes	Lutjanidae	Lutianus		jordani						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6249									6249	NE Pacific							3											1932-02-03		HANCOCK EXPEDITION 1931-32			3-II-1932															NE Pacific									1										Cocos I., off Costa Rica													2		urn:catalog:CAS:ICH:6249									Alcohol																					1932	PhysicalObject	1994-11-23 00:00:00.0	en									CAS	ICH			PreservedSpecimen												Lutianus viridis							Actinopteri; Perciformes; Lutjanidae			Actinopteri	Perciformes	Lutjanidae	Lutianus		viridis						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6294									6294	NE Pacific			Nicaragua				3	12.490288	-87.180915									1932-02-03		HANCOCK EXPEDITION 1931-32.			3-II-32B															NE Pacific; Nicaragua									1										Corinto													2		urn:catalog:CAS:ICH:6294									Alcohol		Seale, Alvin														12.490288°		-87.180915°			1932	PhysicalObject	1994-11-26 00:00:00.0	en									CAS	ICH			PreservedSpecimen												Polynemus approximans							Actinopteri; Perciformes; Polynemidae			Actinopteri	Perciformes	Polynemidae	Polynemus		approximans						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6295									6295	NE Pacific			Nicaragua				3	12.490288	-87.180915									1932-02-03		HANCOCK EXPEDITION 1931-32.			3-II-32B															NE Pacific; Nicaragua									1										Corinto													2		urn:catalog:CAS:ICH:6295									Alcohol		Seale, Alvin														12.490288°		-87.180915°			1932	PhysicalObject	2012-06-21 15:54:20.0	en									CAS	ICH			PreservedSpecimen												Polynemus approximans							Actinopteri; Perciformes; Polynemidae			Actinopteri	Perciformes	Polynemidae	Polynemus		approximans						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6143									6143	NE Pacific							5											1932-02-05		HANCOCK EXPEDITION 1931-32			5-II-1932															NE Pacific									1										Cocos I., SW of Costa Rica													2		urn:catalog:CAS:ICH:6143									Alcohol		Seale, Alvin																			1932	PhysicalObject	1994-11-23 00:00:00.0	en									CAS	ICH			PreservedSpecimen												Dermatolepis punctatus							Actinopteri; Perciformes; Serranidae; Epinephelinae			Actinopteri	Perciformes	Serranidae	Dermatolepis		punctatus						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6191									6191	SE Pacific			Ecuador				6	-0.330053	-91.38742									1932-01-06		Hancock Expedition 1931-32			6-I-1932															SE Pacific; Ecuador; Galapagos									1										Galapagos Is., Narborough I. at Mangrove Pt.													1		urn:catalog:CAS:ICH:6191	"""Same as G. fuscus and G. striatus."""								Alcohol									Galapagos							-0.330053°		-91.387420°			1932	PhysicalObject	1994-11-23 00:00:00.0	en									CAS	ICH			PreservedSpecimen												Bathygobius soporator							Actinopteri; Perciformes; Gobiidae; Gobiinae			Actinopteri	Perciformes	Gobiidae	Bathygobius		soporator						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6213									6213	SE Pacific			Ecuador				6	-0.26353	-91.373349									1932-01-06		Hancock Expedition 1931-32			6-I-32B															SE Pacific; Ecuador; Galapagos									1										Galapagos Is., Albemarle I., Tagus Cove													1		urn:catalog:CAS:ICH:6213									Alcohol		Seale, Alvin							Galapagos							-0.263530°		-91.373349°		Tagus Cove	1932	PhysicalObject	1994-11-23 00:00:00.0	en									CAS	ICH			PreservedSpecimen												Orthopristis forbesi							Actinopteri; Perciformes; Haemulidae; Haemulinae			Actinopteri	Perciformes	Haemulidae	Orthopristis		forbesi						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6214									6214	SE Pacific			Ecuador				6	-0.26353	-91.373349									1932-01-06		Hancock Expedition 1931-32			6-I-32B															SE Pacific; Ecuador; Galapagos									1										Galapagos Is., Albemarle I., Tagus Cove													1		urn:catalog:CAS:ICH:6214									Alcohol		Seale, Alvin							Galapagos							-0.263530°		-91.373349°		Tagus Cove	1932	PhysicalObject	1994-11-23 00:00:00.0	en									CAS	ICH			PreservedSpecimen												Orthopristis forbesi							Actinopteri; Perciformes; Haemulidae; Haemulinae			Actinopteri	Perciformes	Haemulidae	Orthopristis		forbesi						ICZN			
CAS	CAS Ichthyology (ICH)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=ich	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=ich		5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	FishNet,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	http://ipt.calacademy.org:8080/ipt/resource.do?r=ich	urn:catalog:CAS:ICH:6306									6306	SE Pacific			Ecuador			10 Mar. 1983	6	-0.26353	-91.373349									1932-01-06		Hancock Expedition 1931-32			6-I-32B															SE Pacific; Ecuador; Galapagos								Donaldson, T. J.	1										Galapagos Is., Albemarle I., Tagus Cove													1		urn:catalog:CAS:ICH:6306	In same jar with CAS 6307.								Alcohol		Seale, Alvin							Galapagos							-0.263530°		-91.373349°		Tagus Cove	1932	PhysicalObject	2011-04-28 14:56:29.0	en									CAS	ICH			PreservedSpecimen												Stegastes leucorus							Actinopteri; Perciformes; Pomacentridae			Actinopteri	Perciformes	Pomacentridae	Stegastes		leucorus						ICZN			
